"Date","Action_Type","Language","Content_Category","Day_of_Week","Impressions","CTR","Clicks"
2024-09-02,"Instagram Post","French","Platform Improvements","Monday",2857,0.0239292436291645,68
2024-09-02,"LinkedIn Post","Spanish","Marketing Automation","Monday",2093,0.0138544821759634,29
2024-09-03,"Instagram Post","French","Marketing Automation","Tuesday",2820,0.0190938342160089,54
2024-09-03,"LinkedIn Post","Spanish","Humor","Tuesday",1858,0.0162817880294798,30
2024-09-04,"Instagram Post","Spanish","Platform Improvements","Wednesday",2918,0.0172034026883568,50
2024-09-04,"LinkedIn Post","English","Events","Wednesday",1924,0.00906527908321283,17
2024-09-05,"Instagram Post","French","Humor","Thursday",2540,0.0225227878649261,57
2024-09-05,"LinkedIn Post","English","Marketing Automation","Thursday",2121,0.0154325730694611,33
2024-09-06,"Instagram Post","Spanish","Platform Improvements","Friday",2629,0.0203057340347348,53
2024-09-06,"LinkedIn Post","Portuguese","Platform Improvements","Friday",2092,0.0114721863672178,24
2024-09-09,"Instagram Post","English","Platform Improvements","Monday",2542,0.0199596065948836,51
2024-09-09,"LinkedIn Post","English","Humor","Monday",1731,0.0175244891595998,30
2024-09-10,"Instagram Post","Spanish","Events","Tuesday",2814,0.0162689437199674,46
2024-09-10,"LinkedIn Post","French","Humor","Tuesday",1877,0.0132766447875038,25
2024-09-11,"Instagram Post","Spanish","Marketing Automation","Wednesday",2773,0.0187435376444271,52
2024-09-11,"LinkedIn Post","Portuguese","Humor","Wednesday",2166,0.0178330503323993,39
2024-09-12,"Instagram Post","Spanish","Events","Thursday",2461,0.0153482800787422,38
2024-09-12,"LinkedIn Post","Spanish","Platform Improvements","Thursday",2142,0.0145303246761579,31
2024-09-13,"Instagram Post","English","Humor","Friday",3249,0.026712187539304,87
2024-09-13,"LinkedIn Post","English","Events","Friday",2135,0.0104828516644617,22
2024-09-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Sunday",13567,0.130621803261286,1772
2024-09-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Sunday",10392,0.130874650522752,1360
2024-09-15,"Newsletter","English","Monthly Newsletter","Sunday",15957,0.126310154287893,2016
2024-09-16,"Instagram Post","English","Platform Improvements","Monday",2558,0.0228636122966847,58
2024-09-16,"LinkedIn Post","English","Platform Improvements","Monday",2017,0.0133346732475343,27
2024-09-17,"Instagram Post","English","Humor","Tuesday",3100,0.0264268478705359,82
2024-09-17,"LinkedIn Post","English","Humor","Tuesday",1900,0.0182740305921093,35
2024-09-18,"Instagram Post","Spanish","Humor","Wednesday",2657,0.024747750582355,66
2024-09-18,"LinkedIn Post","English","Marketing Automation","Wednesday",2073,0.0132207132285543,27
2024-09-19,"Instagram Post","Portuguese","Platform Improvements","Thursday",2314,0.0221877073432463,51
2024-09-19,"LinkedIn Post","Spanish","Platform Improvements","Thursday",1746,0.0164909528601852,29
2024-09-20,"Instagram Post","Spanish","Platform Improvements","Friday",2247,0.0211644282133964,48
2024-09-20,"LinkedIn Post","English","Platform Improvements","Friday",2159,0.0188114632281272,41
2024-09-23,"Instagram Post","English","Partners","Monday",2586,0.0211275750391338,55
2024-09-23,"LinkedIn Post","French","Platform Improvements","Monday",1502,0.0142354159446186,21
2024-09-24,"Instagram Post","English","Platform Improvements","Tuesday",2551,0.0218933678978172,56
2024-09-24,"LinkedIn Post","English","Marketing Automation","Tuesday",2317,0.0133874279432011,31
2024-09-25,"Instagram Post","French","Humor","Wednesday",2826,0.0222352939497565,63
2024-09-25,"LinkedIn Post","English","Platform Improvements","Wednesday",2012,0.0141451146846293,28
2024-09-26,"Instagram Post","Spanish","Events","Thursday",2803,0.016328393672391,46
2024-09-26,"LinkedIn Post","Spanish","Marketing Automation","Thursday",1833,0.011373647127875,21
2024-09-27,"Instagram Post","Spanish","Humor","Friday",2853,0.0252636055184852,72
2024-09-27,"LinkedIn Post","Spanish","Platform Improvements","Friday",2395,0.0179230511818649,43
2024-09-30,"Instagram Post","English","Events","Monday",2756,0.0145799513497158,40
2024-09-30,"LinkedIn Post","Spanish","Platform Improvements","Monday",1949,0.0154448662650514,30
2024-10-01,"Instagram Post","English","Humor","Tuesday",3056,0.0263711232703942,81
2024-10-01,"LinkedIn Post","English","Humor","Tuesday",2030,0.0178654542540515,36
2024-10-02,"Instagram Post","French","Humor","Wednesday",2425,0.033141313906423,80
2024-10-02,"LinkedIn Post","English","Platform Improvements","Wednesday",2082,0.0124586855446771,26
2024-10-03,"Instagram Post","English","Marketing Automation","Thursday",2928,0.0214998798373029,63
2024-10-03,"LinkedIn Post","Spanish","Partners","Thursday",1951,0.0116849904835526,23
2024-10-04,"Instagram Post","English","Partners","Friday",2667,0.0228295816162381,61
2024-10-04,"LinkedIn Post","Spanish","Platform Improvements","Friday",1985,0.0154558019862225,31
2024-10-07,"Instagram Post","Spanish","Humor","Monday",2747,0.0307198747554406,84
2024-10-07,"LinkedIn Post","English","Platform Improvements","Monday",2006,0.0158266855732235,32
2024-10-08,"Instagram Post","English","Humor","Tuesday",2480,0.0271655979703805,67
2024-10-08,"LinkedIn Post","Spanish","Humor","Tuesday",2282,0.0169279834984435,39
2024-10-09,"Instagram Post","Portuguese","Marketing Automation","Wednesday",2496,0.0172195919966489,43
2024-10-09,"LinkedIn Post","English","Humor","Wednesday",2275,0.0182997915102675,42
2024-10-10,"Instagram Post","Spanish","Events","Thursday",2652,0.018996403207506,50
2024-10-10,"LinkedIn Post","Portuguese","Platform Improvements","Thursday",1844,0.0135268515796577,25
2024-10-11,"Instagram Post","Italian","Platform Improvements","Friday",2886,0.0223688831024564,65
2024-10-11,"LinkedIn Post","Spanish","Platform Improvements","Friday",1635,0.0146703158561008,24
2024-10-14,"Instagram Post","Spanish","Platform Improvements","Monday",2715,0.0205639242498346,56
2024-10-14,"LinkedIn Post","Italian","Platform Improvements","Monday",2290,0.0142468405134155,33
2024-10-15,"Instagram Post","Spanish","Humor","Tuesday",2935,0.0289730791644699,85
2024-10-15,"LinkedIn Post","English","Marketing Automation","Tuesday",1871,0.0141486481003765,26
2024-10-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Tuesday",12366,0.130270026040331,1611
2024-10-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Tuesday",11365,0.125115819727439,1422
2024-10-15,"Newsletter","English","Monthly Newsletter","Tuesday",15427,0.135120416178713,2084
2024-10-16,"Instagram Post","English","Platform Improvements","Wednesday",2256,0.0247990064666069,56
2024-10-16,"LinkedIn Post","English","Humor","Wednesday",2019,0.0174336949030297,35
2024-10-17,"Instagram Post","Spanish","Marketing Automation","Thursday",2718,0.020247529328746,55
2024-10-17,"LinkedIn Post","French","Humor","Thursday",2129,0.0188959013764622,40
2024-10-18,"Instagram Post","Spanish","Platform Improvements","Friday",2893,0.0267596651929817,77
2024-10-18,"LinkedIn Post","Spanish","Platform Improvements","Friday",2103,0.0188373822796588,40
2024-10-21,"Instagram Post","English","Partners","Monday",3092,0.0202573975282169,63
2024-10-21,"LinkedIn Post","French","Humor","Monday",1917,0.0163513862809127,31
2024-10-22,"Instagram Post","Italian","Marketing Automation","Tuesday",3003,0.0216772095637288,65
2024-10-22,"LinkedIn Post","Spanish","Humor","Tuesday",2104,0.0214630373859523,45
2024-10-23,"Instagram Post","English","Humor","Wednesday",2469,0.0232953910956685,58
2024-10-23,"LinkedIn Post","Italian","Events","Wednesday",2004,0.010816402845767,22
2024-10-24,"Instagram Post","French","Partners","Thursday",2582,0.0259447160607019,67
2024-10-24,"LinkedIn Post","English","Marketing Automation","Thursday",2326,0.0141440555822017,33
2024-10-25,"Instagram Post","English","Marketing Automation","Friday",2693,0.0233085271000631,63
2024-10-25,"LinkedIn Post","French","Platform Improvements","Friday",1711,0.0211512269283856,36
2024-10-28,"Instagram Post","French","Partners","Monday",2598,0.0214578292502198,56
2024-10-28,"LinkedIn Post","English","Events","Monday",2038,0.0117814548060678,24
2024-10-29,"Instagram Post","Spanish","Humor","Tuesday",2796,0.0306993072529035,86
2024-10-29,"LinkedIn Post","English","Platform Improvements","Tuesday",1956,0.01600007920571,31
2024-10-30,"Instagram Post","English","Marketing Automation","Wednesday",3035,0.0196599769810252,60
2024-10-30,"LinkedIn Post","English","Events","Wednesday",2302,0.0118898025915337,27
2024-10-31,"Instagram Post","Spanish","Platform Improvements","Thursday",2654,0.0202404090649813,54
2024-10-31,"LinkedIn Post","English","Partners","Thursday",2593,0.0143526543533059,37
2024-11-01,"Instagram Post","Italian","Partners","Friday",2919,0.0248432605570421,73
2024-11-01,"LinkedIn Post","Spanish","Events","Friday",2534,0.0112945076109566,29
2024-11-04,"Instagram Post","English","Events","Monday",3242,0.0174265845152011,57
2024-11-04,"LinkedIn Post","Portuguese","Platform Improvements","Monday",2259,0.0195941120703745,44
2024-11-05,"Instagram Post","Spanish","Marketing Automation","Tuesday",2872,0.02393756905835,69
2024-11-05,"LinkedIn Post","English","Marketing Automation","Tuesday",2608,0.0150968764535282,39
2024-11-06,"Instagram Post","English","Marketing Automation","Wednesday",2836,0.0186787462702576,53
2024-11-06,"LinkedIn Post","English","Marketing Automation","Wednesday",2245,0.0158458833187257,36
2024-11-07,"Instagram Post","English","Events","Thursday",2581,0.0167863475812841,43
2024-11-07,"LinkedIn Post","English","Marketing Automation","Thursday",2390,0.0157398616453524,38
2024-11-08,"Instagram Post","English","Partners","Friday",2792,0.0259036642118111,72
2024-11-08,"LinkedIn Post","Spanish","Marketing Automation","Friday",2235,0.0155088814062051,35
2024-11-11,"Instagram Post","Spanish","Humor","Monday",3339,0.0312926322182533,104
2024-11-11,"LinkedIn Post","English","Humor","Monday",2154,0.0199510532419028,43
2024-11-12,"Instagram Post","Spanish","Marketing Automation","Tuesday",2331,0.0206550870089224,48
2024-11-12,"LinkedIn Post","Italian","Platform Improvements","Tuesday",2270,0.0146113951872899,33
2024-11-13,"Instagram Post","Spanish","Partners","Wednesday",2933,0.0250485433245446,73
2024-11-13,"LinkedIn Post","French","Platform Improvements","Wednesday",1897,0.0162724127209674,31
2024-11-14,"Instagram Post","Spanish","Humor","Thursday",2344,0.028975138484352,68
2024-11-14,"LinkedIn Post","English","Platform Improvements","Thursday",2736,0.0121395927752805,33
2024-11-15,"Instagram Post","Portuguese","Platform Improvements","Friday",3282,0.0276077238626187,91
2024-11-15,"LinkedIn Post","Spanish","Humor","Friday",2077,0.0215239688377076,45
2024-11-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Friday",14248,0.154264566810426,2198
2024-11-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Friday",12167,0.157108198875727,1912
2024-11-15,"Newsletter","English","Monthly Newsletter","Friday",17357,0.144754772140979,2512
2024-11-18,"Instagram Post","Spanish","Marketing Automation","Monday",3075,0.0254507577998508,78
2024-11-18,"LinkedIn Post","Spanish","Events","Monday",2270,0.0129395900122199,29
2024-11-19,"Instagram Post","English","Marketing Automation","Tuesday",3310,0.0200922146117422,67
2024-11-19,"LinkedIn Post","Spanish","Humor","Tuesday",1856,0.0198746685268666,37
2024-11-20,"Instagram Post","English","Platform Improvements","Wednesday",2916,0.0212187795553244,62
2024-11-20,"LinkedIn Post","English","Platform Improvements","Wednesday",2065,0.0181141018012198,37
2024-11-21,"Instagram Post","English","Partners","Thursday",2756,0.026380858691148,73
2024-11-21,"LinkedIn Post","French","Partners","Thursday",2484,0.0133355918133148,33
2024-11-22,"Instagram Post","Portuguese","Marketing Automation","Friday",2619,0.0222330409975839,58
2024-11-22,"LinkedIn Post","Spanish","Partners","Friday",2192,0.0154401640004483,34
2024-11-25,"Instagram Post","Spanish","Partners","Monday",5608,0.0440924658714512,247
2024-11-25,"LinkedIn Post","English","Events","Monday",3963,0.0221283312551216,88
2024-11-26,"Instagram Post","Spanish","Marketing Automation","Tuesday",5787,0.0416746017235611,241
2024-11-26,"LinkedIn Post","English","Events","Tuesday",4156,0.0236157091069312,98
2024-11-27,"Instagram Post","English","Marketing Automation","Wednesday",6967,0.0511288453734607,356
2024-11-27,"LinkedIn Post","English","Platform Improvements","Wednesday",5088,0.0398574321658057,203
2024-11-28,"Instagram Post","English","Platform Improvements","Thursday",7454,0.0616743040944005,460
2024-11-28,"LinkedIn Post","English","Platform Improvements","Thursday",5041,0.0448009642084312,226
2024-11-29,"Instagram Post","English","Platform Improvements","Friday",8441,0.0702994676281966,593
2024-11-29,"LinkedIn Post","English","Humor","Friday",6480,0.0554770710483348,359
2024-12-02,"Instagram Post","English","Platform Improvements","Monday",3432,0.0255569358874195,88
2024-12-02,"LinkedIn Post","Spanish","Platform Improvements","Monday",2808,0.0176490059173086,50
2024-12-03,"Instagram Post","English","Marketing Automation","Tuesday",2393,0.0150260538529336,36
2024-12-03,"LinkedIn Post","Spanish","Platform Improvements","Tuesday",1438,0.0118047707832109,17
2024-12-04,"Instagram Post","Spanish","Platform Improvements","Wednesday",1850,0.0161491672143516,30
2024-12-04,"LinkedIn Post","English","Platform Improvements","Wednesday",1421,0.010406897499304,15
2024-12-05,"Instagram Post","Italian","Humor","Thursday",1976,0.0176092277867503,35
2024-12-05,"LinkedIn Post","Spanish","Marketing Automation","Thursday",1519,0.00965232278459491,15
2024-12-06,"Instagram Post","Spanish","Humor","Friday",1780,0.0187088569460508,33
2024-12-06,"LinkedIn Post","English","Partners","Friday",1295,0.00993775139711642,13
2024-12-09,"Instagram Post","Spanish","Events","Monday",1780,0.0115480049513083,21
2024-12-09,"LinkedIn Post","English","Marketing Automation","Monday",1404,0.010941449042167,15
2024-12-10,"Instagram Post","English","Marketing Automation","Tuesday",1726,0.014372054053127,25
2024-12-10,"LinkedIn Post","Spanish","Platform Improvements","Tuesday",1651,0.0142560545331966,24
2024-12-11,"Instagram Post","Spanish","Events","Wednesday",2091,0.0141429938252061,30
2024-12-11,"LinkedIn Post","English","Marketing Automation","Wednesday",1438,0.0100468941414135,14
2024-12-12,"Instagram Post","English","Humor","Thursday",1600,0.0225643435573207,36
2024-12-12,"LinkedIn Post","English","Marketing Automation","Thursday",1403,0.008827517191044,12
2024-12-13,"Instagram Post","Spanish","Platform Improvements","Friday",2076,0.0165229853727109,34
2024-12-13,"LinkedIn Post","Spanish","Platform Improvements","Friday",1610,0.0112608990025963,18
2024-12-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Sunday",9531,0.0977684426859726,932
2024-12-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Sunday",7515,0.0985652169405854,741
2024-12-15,"Newsletter","English","Monthly Newsletter","Sunday",11240,0.10490043989652,1179
2024-12-16,"Instagram Post","English","Platform Improvements","Monday",2040,0.0160939769629892,33
2024-12-16,"LinkedIn Post","French","Partners","Monday",1437,0.0107951925498517,16
2024-12-17,"Instagram Post","Spanish","Partners","Tuesday",2011,0.0162520893054299,33
2024-12-17,"LinkedIn Post","French","Events","Tuesday",1608,0.00800255020322743,13
2024-12-18,"Instagram Post","French","Events","Wednesday",2077,0.012540701626733,26
2024-12-18,"LinkedIn Post","Portuguese","Marketing Automation","Wednesday",1496,0.0105243321966004,16
2024-12-19,"Instagram Post","English","Events","Thursday",1987,0.0118239811259519,23
2024-12-19,"LinkedIn Post","English","Platform Improvements","Thursday",1772,0.0106557684909124,19
2024-12-20,"Instagram Post","English","Events","Friday",1334,0.00705321362439605,9
2024-12-20,"LinkedIn Post","Portuguese","Events","Friday",830,0.00470580851135539,4
2024-12-23,"Instagram Post","Spanish","Marketing Automation","Monday",532,0.0042859546023938,2
2024-12-23,"LinkedIn Post","English","Platform Improvements","Monday",480,0.00329007622028444,2
2024-12-24,"Instagram Post","Spanish","Marketing Automation","Tuesday",360,0.00301069364149276,1
2024-12-24,"LinkedIn Post","English","Partners","Tuesday",208,0.00245097060035713,1
2024-12-25,"Instagram Post","Spanish","Platform Improvements","Wednesday",209,0.00131592616889043,0
2024-12-25,"LinkedIn Post","Spanish","Marketing Automation","Wednesday",155,0.000974988853613075,0
2024-12-26,"Instagram Post","Spanish","Platform Improvements","Thursday",437,0.00334929270427708,1
2024-12-26,"LinkedIn Post","French","Humor","Thursday",324,0.00286819118556576,1
2024-12-27,"Instagram Post","English","Humor","Friday",582,0.00522007888892998,3
2024-12-27,"LinkedIn Post","Spanish","Platform Improvements","Friday",454,0.00342235088178848,2
2024-12-30,"Instagram Post","English","Humor","Monday",1153,0.0137926441299733,16
2024-12-30,"LinkedIn Post","English","Events","Monday",849,0.00405869010284402,3
2024-12-31,"Instagram Post","English","Events","Tuesday",1338,0.0079405562137546,11
2024-12-31,"LinkedIn Post","English","Platform Improvements","Tuesday",953,0.00776386260594217,7
